Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT, stl_PCT, blk_PCT, class
HOU, 130,.635,11.5,21.1,.259, home, 63.0, 12.7, 16.7, win
DEN, 119, .565, 10.5, 32.5, .151, away, 44.9, 9.2, 3.2, loss
MIA, 124,.646,13.3,18.2,.278, home, 51.1, 9.2, 8.2, win
POR, 94, .379, 9.7, 25.0, .275, away, 41.9, 4.2, 10.6, loss
OKC, 128,.645,12.1,28.6,.253, home, 63.3, 10.4, 9.4, win
MIN, 104, .464, 14.1, 13.6, .310, away, 67.6, 12.5, 6.7, loss
PHO, 107,.479,18.1,38.8,.168, home, 55.0, 7.7, 4.4, win
CHI, 109, .548, 8.0, 20.0, .217, away, 56.1, 2.2, 11.1, win
TOR, 107,.482,4.9,25.0,.325, home, 32.4, 5.6, 15.5, loss
CLE, 85, .455, 8.0, 28.9, .057, away, 51.4, 7.4, 6.8, loss
UTA, 94,.577,13.5,23.5,.169, home, 57.1, 3.7, 8.9, win
DET, 81, .424, 18.4, 23.9, .177, away, 53.1, 5.1, 5.6, loss
WAS, 124,.611,9.3,15.2,.156, home, 66.7, 11.2, 5.4, win
PHI, 114, .528, 14.6, 19.1, .239, away, 63.4, 5.9, 6.1, loss
BRK, 131,.578,10.4,35.9,.300, home, 48.9, 11.8, 5.2, win
BOS, 98, .426, 11.1, 33.3, .191, away, 63.9, 6.3, 4.2, loss
IND, 103,.494,11.9,25.0,.238, home, 46.2, 9.4, 11.1, win
SAC, 106, .506, 14.6, 11.4, .329, away, 68.4, 16.3, 13.8, win
LAL, 98,.470,18.7,21.7,.226, home, 54.1, 9.6, 8.2, loss
TOR, 107, .554, 9.0, 32.5, .181, away, 69.2, 4.8, 12.5, win
MIL, 89,.455,7.3,22.2,.247, home, 52.9, 9.5, 5.7, loss
DEN, 110, .556, 15.0, 19.4, .263, away, 57.5, 8.2, 1.8, loss
ORL, 116,.593,12.4,16.7,.247, home, 63.6, 7.2, 7.1, win
LAC, 87, .522, 14.2, 14.3, .217, away, 46.9, 5.9, 6.5, loss
SAS, 108,.585,10.1,35.3,.146, home, 56.8, 7.1, 8.0, win
OKC, 130, .552, 8.4, 38.1, .250, away, 48.9, 7.2, 6.8, win
BOS, 109,.457,9.5,30.2,.258, home, 42.5, 4.1, 6.0, loss
ORL, 99, .488, 8.0, 4.3, .217, away, 65.7, 4.1, 14.3, loss
CHO, 107,.455,6.8,28.3,.160, home, 57.5, 3.1, 6.9, win
DAL, 98, .513, 10.3, 10.3, .215, away, 64.9, 6.5, 13.7, loss
CLE, 99,.500,14.6,31.7,.125, home, 53.8, 9.8, 7.0, win
ATL, 118, .506, 10.3, 17.0, .315, away, 64.1, 9.6, 5.1, win
DET, 114,.512,11.4,19.1,.333, home, 59.0, 2.9, 7.3, loss
NYK, 85, .434, 8.6, 20.8, .066, away, 80.6, 7.6, 5.6, loss
GSW, 121,.604,11.1,30.8,.121, home, 69.6, 4.3, 11.1, win
LAC, 122, .645, 10.0, 21.2, .316, away, 72.1, 9.8, 12.3, win
HOU, 106,.543,13.9,33.3,.207, home, 57.5, 5.5, 6.5, loss
MIN, 114, .634, 13.3, 22.6, .338, away, 77.5, 5.7, 10.0, win
MEM, 108,.460,8.4,50.9,.160, home, 50.0, 3.4, 16.0, loss
NOP, 123, .611, 7.6, 18.4, .144, away, 53.1, 5.1, 5.6, win
SAC, 108,.517,10.1,18.6,.167, home, 54.8, 7.2, 2.9, loss
CHI, 96, .437, 15.6, 19.1, .230, away, 57.1, 9.7, 4.5, loss
WAS, 117,.563,13.2,22.5,.205, home, 58.1, 11.7, 9.0, win
DEN, 98, .483, 12.9, 21.4, .161, away, 56.4, 6.3, 7.4, loss
ATL, 116,.575,11.5,18.9,.300, home, 80.0, 5.2, 12.3, win
BRK, 102, .500, 8.7, 26.1, .186, away, 55.0, 7.8, 4.3, loss
CHI, 118,.548,8.2,37.2,.160, home, 56.5, 6.7, 12.3, win
TOR, 101, .403, 11.8, 27.8, .341, away, 34.4, 4.9, 7.9, win
IND, 94,.429,12.2,17.6,.176, home, 60.0, 8.8, 10.6, loss
CHO, 109, .541, 7.7, 21.4, .186, away, 47.5, 3.2, 0.0, win
MIA, 106,.580,14.9,16.7,.253, home, 55.0, 5.4, 13.3, loss
MEM, 86, .386, 13.1, 34.0, .163, away, 47.1, 8.9, 5.4, loss
MIL, 96,.527,12.2,23.7,.227, home, 56.8, 7.8, 21.5, win
WAS, 99, .478, 18.3, 27.3, .144, away, 62.5, 7.7, 1.7, win
PHI, 94,.418,9.7,14.3,.198, home, 48.6, 15.3, 4.8, loss
POR, 110, .494, 11.3, 29.8, .247, away, 59.0, 5.1, 8.6, loss
SAS, 118,.570,6.8,10.3,.233, home, 77.8, 8.2, 16.4, win
PHO, 69, .378, 19.2, 19.2, .085, away, 50.0, 9.2, 1.6, loss
UTA, 103,.551,14.8,21.4,.068, home, 48.8, 14.4, 8.9, win
GSW, 130, .621, 10.6, 12.5, .126, away, 72.9, 7.7, 10.9, win
DAL, 112,.489,10.5,22.9,.226, home, 61.0, 3.9, 14.0, loss
SAC, 108, .532, 10.7, 17.5, .304, away, 52.5, 8.4, 6.1, loss
DET, 115,.543,13.1,36.4,.163, home, 56.8, 7.4, 9.4, win
MIN, 111, .541, 11.2, 27.5, .224, away, 69.8, 14.9, 7.1, loss
HOU, 116,.629,15.7,35.1,.106, home, 64.6, 9.6, 10.1, win
PHO, 95, .404, 9.9, 30.9, .258, away, 59.4, 5.4, 9.5, win
LAL, 90,.395,11.0,23.1,.256, home, 67.7, 4.3, 10.2, loss
POR, 117, .519, 11.2, 16.2, .462, away, 47.2, 4.1, 4.8, win
NOP, 112,.542,6.8,7.1,.265, home, 57.5, 7.1, 7.8, loss
CLE, 109, .586, 17.8, 25.0, .263, away, 60.5, 7.4, 6.7, win
ORL, 103,.518,12.4,22.0,.220, home, 64.9, 12.7, 8.3, loss
OKC, 111, .545, 17.1, 38.1, .157, away, 60.0, 3.1, 13.3, win
PHI, 97,.449,7.3,17.5,.191, home, 68.6, 11.2, 7.5, loss
BOS, 91, .494, 14.7, 17.5, .122, away, 50.0, 8.7, 6.1, loss
TOR, 105,.565,12.0,18.9,.234, home, 48.6, 10.9, 13.1, win
HOU, 97, .423, 14.8, 32.6, .310, away, 45.5, 11.3, 6.0, loss
ATL, 109,.580,14.6,20.0,.080, home, 72.7, 12.3, 9.8, win
UTA, 85, .453, 9.9, 32.6, .081, away, 62.9, 6.1, 6.6, loss
CHI, 92,.525,11.5,30.6,.100, home, 61.5, 4.8, 10.2, win
DEN, 101, .489, 11.8, 31.8, .184, away, 50.0, 6.5, 7.8, win
CHO, 93,.476,10.7,17.8,.169, home, 62.9, 6.5, 18.8, loss
BRK, 103, .556, 9.2, 16.7, .175, away, 57.1, 3.3, 7.1, loss
DET, 115,.543,5.5,30.6,.138, home, 65.2, 5.5, 6.1, win
OKC, 115, .588, 16.4, 25.7, .263, away, 61.9, 8.1, 6.6, win
IND, 111,.536,11.1,18.2,.265, home, 70.0, 11.2, 3.8, loss
LAC, 102, .561, 14.4, 13.3, .424, away, 58.1, 8.8, 11.9, loss
MEM, 113,.512,11.7,40.9,.354, home, 57.5, 9.9, 13.9, win
CLE, 101, .592, 14.6, 9.4, .145, away, 47.5, 6.6, 4.6, loss
MIA, 122,.613,10.5,36.1,.226, home, 63.0, 7.7, 9.6, win
GSW, 79, .433, 10.4, 15.2, .098, away, 77.4, 13.8, 5.3, loss
SAS, 87,.462,16.5,31.8,.192, home, 53.1, 4.6, 13.0, win
NYK, 89, .457, 16.1, 20.9, .185, away, 65.6, 2.2, 15.5, loss
WAS, 99,.494,7.8,19.5,.149, home, 61.5, 7.5, 6.7, win
POR, 120, .490, 10.7, 34.4, .173, away, 59.5, 8.5, 6.3, loss
DAL, 132,.635,13.9,21.1,.213, home, 63.3, 6.6, 13.8, win
UTA, 94, .488, 16.0, 39.0, .157, away, 70.6, 9.5, 7.0, win
MIL, 85,.546,15.2,6.7,.215, home, 61.8, 11.9, 22.2, loss
LAC, 105, .463, 10.7, 13.7, .354, away, 63.6, 11.8, 10.0, loss
NOP, 109,.542,20.6,26.3,.451, home, 62.9, 8.8, 2.3, win
SAC, 88, .438, 10.5, 25.0, .125, away, 57.1, 12.2, 4.2, win
NYK, 80,.374,12.5,33.9,.132, home, 50.0, 5.6, 11.1, loss
BOS, 120, .543, 11.2, 33.3, .191, away, 60.9, 8.1, 4.2, win
PHI, 105,.467,9.6,23.5,.207, home, 71.8, 5.0, 10.1, loss
ORL, 100, .530, 11.7, 18.4, .145, away, 50.0, 4.3, 13.1, loss
TOR, 105,.469,9.0,29.8,.358, home, 51.4, 8.5, 11.5, win
WAS, 117, .577, 8.3, 22.5, .132, away, 58.7, 10.3, 6.7, win
ATL, 102,.571,14.1,5.4,.167, home, 60.5, 5.2, 9.1, loss
ORL, 96, .446, 9.8, 27.5, .140, away, 38.5, 9.3, 11.1, loss
BOS, 107,.512,12.8,22.5,.235, home, 55.0, 8.3, 8.1, win
SAC, 102, .506, 16.7, 32.6, .148, away, 57.5, 6.2, 3.0, loss
CHI, 109,.516,8.2,23.4,.165, home, 68.3, 13.4, 11.9, win
SAS, 88, .453, 14.9, 20.0, .116, away, 62.2, 9.3, 17.6, loss
CHO, 91,.448,12.8,20.8,.149, home, 51.4, 11.4, 7.2, win
DEN, 91, .444, 14.8, 22.2, .235, away, 59.4, 10.5, 7.3, loss
CLE, 124,.645,11.4,24.2,.151, home, 79.2, 10.5, 6.8, win
MIL, 91, .572, 14.1, 14.7, .053, away, 56.1, 5.6, 13.5, loss
DET, 92,.465,11.5,22.2,.153, home, 51.4, 6.7, 4.5, win
PHI, 75, .413, 14.8, 20.8, .113, away, 48.4, 4.5, 7.3, loss
IND, 91,.494,12.2,17.1,.136, home, 51.4, 7.8, 8.1, win
GSW, 109, .540, 14.1, 32.5, .172, away, 72.1, 13.4, 15.9, win
MIN, 104,.482,13.6,24.4,.305, home, 72.2, 8.2, 7.9, loss
MEM, 103, .478, 11.7, 21.7, .189, away, 46.2, 10.2, 8.3, win
PHO, 97,.467,15.7,20.5,.342, home, 73.3, 8.2, 14.3, loss
CHO, 105, .537, 8.1, 7.3, .207, away, 53.8, 7.4, 8.9, win
BRK, 100,.514,15.7,15.4,.324, home, 61.8, 4.2, 3.7, loss
MEM, 100, .525, 18.2, 31.0, .200, away, 57.5, 13.8, 3.4, loss
LAL, 107,.545,18.6,35.5,.299, home, 53.8, 10.6, 6.2, win
MIA, 113, .517, 10.7, 31.1, .250, away, 47.7, 5.1, 7.0, win
NOP, 99,.431,10.7,22.0,.276, home, 47.1, 7.2, 1.4, loss
HOU, 107, .505, 13.1, 28.3, .152, away, 65.0, 9.1, 5.4, loss
OKC, 111,.495,11.1,27.7,.231, home, 53.7, 10.1, 12.7, win
TOR, 79, .382, 10.1, 26.8, .124, away, 41.9, 3.3, 11.7, loss
BOS, 91,.488,8.2,15.9,.163, home, 68.6, 5.6, 7.5, win
NYK, 115, .598, 9.7, 33.3, .126, away, 62.2, 4.5, 12.0, win
CHI, 107,.555,6.2,13.3,.195, home, 76.3, 7.9, 8.1, loss
MIL, 104, .581, 13.9, 28.6, .138, away, 53.5, 9.2, 8.2, loss
CLE, 113,.542,11.2,44.7,.277, home, 72.5, 6.9, 12.5, win
PHI, 103, .473, 8.2, 17.0, .149, away, 70.3, 7.0, 6.8, loss
DEN, 104,.474,14.6,15.9,.421, home, 54.5, 7.0, 15.8, win
ORL, 102, .439, 5.3, 32.1, .163, away, 61.5, 9.7, 5.4, loss
DET, 118,.606,14.2,25.0,.263, home, 69.8, 4.3, 6.8, win
LAC, 98, .471, 9.4, 17.0, .212, away, 58.3, 8.2, 13.2, loss
GSW, 114,.534,10.8,22.4,.241, home, 59.0, 9.2, 8.8, win
UTA, 89, .474, 20.4, 31.7, .208, away, 71.0, 8.7, 9.8, win
HOU, 87,.507,14.3,10.3,.162, home, 66.7, 14.2, 18.8, loss
SAC, 104, .505, 14.4, 29.2, .132, away, 54.8, 5.9, 6.0, loss
MIN, 113,.594,15.3,25.7,.225, home, 64.4, 7.9, 8.5, win
LAL, 107, .457, 8.7, 27.5, .237, away, 33.3, 6.2, 9.2, loss
PHO, 119,.575,11.3,35.7,.129, home, 66.0, 6.2, 6.1, win
DAL, 103, .484, 14.4, 23.9, .104, away, 50.0, 7.9, 9.7, loss
POR, 109,.489,11.5,23.4,.247, home, 47.5, 11.8, 12.1, win
MIA, 88, .526, 14.5, 15.0, .091, away, 62.2, 8.9, 9.0, loss
SAS, 112,.568,9.8,25.0,.247, home, 61.9, 7.8, 6.3, win
ATL, 122, .637, 14.6, 17.5, .179, away, 71.1, 9.8, 8.1, win
WAS, 101,.489,15.6,22.7,.120, home, 64.1, 6.9, 4.8, loss
CLE, 95, .494, 13.1, 23.4, .079, away, 56.4, 3.2, 3.0, loss
BRK, 104,.506,8.5,22.7,.157, home, 68.3, 10.6, 9.8, win
NOP, 84, .435, 14.9, 18.0, .118, away, 42.9, 7.3, 0.0, loss
IND, 92,.500,13.2,7.3,.165, home, 72.2, 10.4, 8.7, win
POR, 94, .438, 13.8, 20.0, .300, away, 56.3, 10.3, 7.9, loss
LAC, 96,.476,14.5,25.6,.220, home, 56.8, 9.3, 8.9, win
CHI, 94, .449, 7.6, 14.9, .157, away, 40.5, 9.5, 4.3, loss
NYK, 106,.599,17.0,15.6,.197, home, 48.7, 4.2, 14.1, win
UTA, 91, .514, 17.8, 23.7, .219, away, 51.4, 8.6, 4.9, loss
OKC, 113,.596,13.1,27.0,.169, home, 60.0, 14.0, 7.8, win
MIL, 90, .435, 13.6, 36.4, .202, away, 45.7, 4.3, 13.8, loss
ATL, 101,.448,9.5,34.0,.144, home, 63.4, 10.8, 8.5, win
CHO, 105, .473, 6.4, 13.0, .183, away, 64.9, 8.0, 3.3, loss
DET, 112,.505,12.0,30.0,.220, home, 52.4, 4.0, 9.5, win
DAL, 120, .542, 9.5, 31.3, .167, away, 72.1, 3.1, 14.0, loss
GSW, 128,.608,6.7,16.3,.239, home, 69.8, 8.2, 16.4, win
TOR, 109, .484, 8.7, 30.0, .191, away, 59.0, 9.2, 8.5, loss
HOU, 112,.593,14.2,30.2,.198, home, 59.5, 3.1, 17.5, win
DEN, 116, .532, 7.9, 26.5, .170, away, 68.9, 5.1, 11.3, win
LAL, 105,.494,10.2,16.7,.247, home, 62.2, 6.1, 4.4, loss
ORL, 97, .464, 12.7, 29.8, .226, away, 55.6, 7.6, 1.5, loss
MIA, 108,.531,10.4,30.0,.288, home, 57.5, 9.7, 10.6, win
PHO, 94, .420, 17.4, 31.0, .160, away, 57.1, 3.8, 2.9, loss
SAC, 116,.483,10.1,23.5,.322, home, 70.0, 9.5, 11.3, win
MEM, 104, .572, 10.1, 21.6, .108, away, 52.3, 12.3, 6.8, loss
SAS, 110,.617,14.2,25.8,.195, home, 56.8, 7.9, 7.7, win
MIN, 132, .573, 11.7, 20.0, .229, away, 64.7, 8.3, 2.8, win
WAS, 129,.565,11.3,27.7,.160, home, 74.0, 6.4, 2.9, loss
IND, 110, .552, 17.4, 15.4, .325, away, 64.9, 14.7, 6.1, loss
BRK, 120,.578,17.7,21.9,.403, home, 57.1, 12.7, 1.9, win
ATL, 112, .521, 3.8, 11.4, .137, away, 79.1, 6.3, 11.9, win
DET, 95,.426,9.9,29.2,.227, home, 73.5, 2.1, 6.6, loss
CHO, 115, .662, 8.8, 15.2, .230, away, 73.2, 7.0, 11.6, win
MIL, 91,.464,9.0,23.1,.155, home, 70.3, 7.0, 6.7, loss
UTA, 93, .524, 12.2, 17.9, .072, away, 53.8, 5.5, 12.3, win
MIN, 84,.405,9.8,19.1,.190, home, 56.3, 10.0, 6.5, loss
TOR, 115, .616, 13.2, 20.6, .342, away, 61.5, 6.6, 10.0, win
NOP, 91,.459,6.9,18.0,.153, home, 59.5, 6.6, 2.3, loss
CLE, 107, .530, 8.7, 32.6, .229, away, 56.8, 6.9, 8.9, win
NYK, 93,.468,8.1,20.8,.241, home, 60.6, 5.8, 0.0, loss
SAS, 92, .453, 11.4, 27.7, .163, away, 37.8, 8.8, 4.6, loss
OKC, 111,.559,15.5,38.2,.188, home, 43.2, 6.6, 7.0, win
CHI, 89, .443, 12.0, 22.4, .125, away, 55.6, 2.1, 4.3, loss
ORL, 111,.579,12.1,29.3,.090, home, 66.7, 5.3, 10.9, win
BOS, 102, .464, 16.5, 34.7, .286, away, 40.0, 7.2, 5.6, win
PHO, 99,.476,17.5,27.3,.212, home, 51.4, 7.2, 5.5, loss
PHI, 105, .473, 11.2, 18.2, .183, away, 53.8, 4.8, 9.1, loss
POR, 108,.462,8.8,20.4,.264, home, 55.3, 8.7, 9.1, win
PHI, 105, .522, 11.2, 19.6, .122, away, 64.3, 10.1, 6.0, loss
GSW, 117,.614,16.4,20.0,.181, home, 72.7, 9.1, 6.7, win
HOU, 101, .488, 12.6, 23.9, .212, away, 44.7, 7.4, 4.9, loss
IND, 104,.523,11.9,31.3,.149, home, 61.0, 9.5, 11.5, win
DEN, 90, .431, 13.1, 42.6, .096, away, 64.9, 8.0, 9.6, loss
LAC, 105,.538,13.3,41.5,.238, home, 63.2, 14.9, 16.9, win
WAS, 101, .590, 17.5, 16.7, .222, away, 59.0, 12.4, 3.4, win
LAL, 88,.420,16.0,25.0,.172, home, 45.5, 12.4, 0.0, loss
DAL, 111, .523, 11.7, 25.5, .216, away, 52.4, 6.1, 3.2, loss
SAC, 133,.677,10.4,17.1,.268, home, 62.7, 11.1, 4.7, win
ATL, 102, .453, 7.6, 14.9, .294, away, 61.1, 4.1, 15.5, win
CHI, 100,.420,5.9,30.5,.104, home, 55.0, 4.1, 7.9, loss
DAL, 97, .472, 3.1, 19.1, .159, away, 63.9, 15.8, 13.0, win
DEN, 88,.507,21.1,19.4,.243, home, 64.5, 3.4, 7.1, loss
BOS, 90, .388, 13.7, 33.3, .236, away, 45.2, 7.3, 6.8, loss
LAC, 114,.589,13.2,22.5,.179, home, 65.9, 13.6, 7.1, win
SAS, 101, .549, 14.1, 27.8, .306, away, 62.2, 10.1, 10.9, win
MEM, 87,.434,13.0,28.3,.181, home, 57.6, 8.9, 7.0, loss
BRK, 99, .552, 19.1, 28.6, .182, away, 48.8, 8.6, 2.9, loss
MIA, 110,.601,11.8,21.2,.107, home, 52.1, 11.8, 6.1, win
PHO, 116, .577, 18.2, 18.9, .226, away, 53.7, 8.6, 3.6, loss
MIN, 121,.549,15.4,27.5,.395, home, 53.7, 9.6, 5.9, win
NYK, 91, .461, 12.9, 12.8, .101, away, 72.2, 9.1, 10.7, loss
NOP, 99,.480,12.5,14.3,.360, home, 56.3, 11.2, 5.2, win
SAC, 93, .455, 12.6, 22.9, .135, away, 54.1, 11.1, 3.9, loss
POR, 105,.563,17.8,13.5,.188, home, 65.8, 6.1, 13.5, win
OKC, 119, .541, 9.1, 30.0, .302, away, 70.7, 7.3, 7.2, win
TOR, 100,.452,8.0,22.6,.172, home, 50.0, 4.2, 11.7, loss
LAL, 75, .347, 8.7, 13.7, .188, away, 42.3, 5.4, 10.5, loss
UTA, 123,.612,6.7,30.2,.157, home, 56.5, 4.4, 10.8, win
HOU, 106, .538, 12.6, 33.3, .266, away, 60.5, 7.3, 10.9, win
CLE, 100,.442,10.1,19.6,.279, home, 67.7, 5.2, 9.3, loss
OKC, 82, .415, 17.2, 27.5, .171, away, 51.6, 10.7, 10.3, loss
DET, 88,.402,14.3,34.0,.207, home, 60.6, 6.4, 6.6, win
WAS, 94, .448, 14.8, 12.7, .198, away, 72.2, 5.7, 11.3, loss
GSW, 102,.500,14.1,14.6,.172, home, 71.1, 10.4, 9.5, win
CHI, 98, .483, 13.8, 27.9, .161, away, 59.5, 5.4, 8.5, win
IND, 96,.450,10.1,31.0,.167, home, 51.3, 9.8, 9.8, loss
BRK, 105, .500, 15.8, 31.8, .329, away, 51.4, 7.0, 7.8, loss
ORL, 139,.692,9.1,16.7,.143, home, 71.4, 11.0, 7.7, win
CHO, 100, .477, 13.6, 20.0, .195, away, 68.4, 6.0, 11.5, win
PHI, 85,.396,9.1,14.1,.094, home, 66.7, 8.0, 8.1, loss
NYK, 89, .474, 19.1, 24.3, .208, away, 48.6, 11.9, 3.3, loss
DAL, 91,.459,14.0,29.2,.153, home, 51.4, 7.6, 1.7, win
MIA, 100, .494, 14.9, 31.8, .174, away, 63.4, 6.0, 15.9, loss
LAL, 102,.392,7.3,31.7,.216, home, 37.8, 9.1, 7.2, win
DEN, 109, .571, 13.7, 29.7, .256, away, 63.2, 4.4, 9.2, win
MEM, 105,.463,8.6,39.2,.179, home, 43.9, 5.5, 8.2, loss
PHO, 94, .482, 19.4, 34.1, .155, away, 60.5, 6.3, 6.5, loss
MIL, 105,.519,12.4,20.9,.325, home, 56.8, 13.6, 15.0, win
LAC, 99, .494, 7.1, 15.2, .190, away, 70.3, 8.8, 14.1, win
MIN, 79,.391,14.5,29.2,.126, home, 66.7, 2.2, 1.9, loss
WAS, 111, .534, 17.0, 22.7, .180, away, 69.8, 5.7, 6.1, loss
SAC, 120,.607,14.4,15.8,.214, home, 57.4, 12.4, 9.5, win
NOP, 92, .500, 16.2, 25.6, .150, away, 75.0, 6.6, 0.0, loss
SAS, 100,.560,12.4,15.4,.213, home, 63.9, 11.0, 12.7, win
ATL, 97, .530, 16.9, 23.4, .108, away, 64.9, 3.2, 12.3, loss
TOR, 105,.519,10.6,19.5,.275, home, 72.2, 14.9, 8.0, win
GSW, 103, .506, 15.7, 19.1, .146, away, 48.7, 5.9, 10.0, win
UTA, 96,.451,12.5,30.2,.141, home, 37.8, 10.7, 3.7, loss
BRK, 87, .394, 14.1, 24.1, .138, away, 74.3, 11.5, 8.2, loss
CLE, 107,.506,14.8,17.6,.218, home, 76.3, 9.6, 9.6, win
CHI, 103, .552, 14.8, 13.5, .234, away, 75.7, 5.3, 6.2, win
HOU, 100,.450,8.3,26.0,.211, home, 52.8, 5.3, 11.3, loss
ORL, 114, .561, 11.7, 28.9, .144, away, 54.2, 6.3, 9.0, win
IND, 94,.459,16.6,35.4,.174, home, 50.0, 11.5, 5.4, loss
DEN, 95, .494, 12.6, 17.8, .157, away, 77.8, 10.7, 11.5, loss
NOP, 101,.517,14.6,30.4,.089, home, 72.5, 7.5, 7.1, win
LAC, 117, .658, 12.3, 14.7, .224, away, 52.4, 9.9, 7.3, loss
OKC, 119,.575,12.5,44.7,.218, home, 55.6, 11.0, 2.1, win
BOS, 109, .472, 12.7, 31.4, .295, away, 54.1, 12.1, 10.7, loss
POR, 116,.533,12.8,31.9,.222, home, 63.4, 9.1, 15.6, win
CLE, 110, .459, 9.7, 20.4, .204, away, 69.2, 8.0, 9.2, win
ATL, 108,.447,12.4,9.8,.242, home, 65.8, 4.5, 13.3, loss
PHI, 91, .422, 8.3, 16.1, .167, away, 72.7, 5.1, 12.3, loss
CHO, 100,.470,10.3,17.0,.250, home, 63.9, 9.2, 11.8, win
DAL, 98, .506, 9.9, 18.6, .141, away, 46.2, 4.4, 10.4, win
DET, 89,.463,10.7,23.1,.173, home, 74.2, 4.4, 6.6, loss
BOS, 109, .517, 12.3, 25.0, .218, away, 68.3, 9.9, 2.5, win
GSW, 106,.578,19.9,19.5,.120, home, 65.8, 11.9, 10.9, loss
TOR, 99, .507, 17.7, 31.4, .380, away, 53.3, 9.0, 16.7, win
MEM, 95,.445,12.4,37.5,.154, home, 43.2, 14.7, 16.3, loss
ORL, 110, .581, 18.0, 11.4, .116, away, 73.9, 12.4, 11.6, loss
MIL, 113,.570,14.2,21.4,.174, home, 66.0, 13.4, 9.7, win
BRK, 91, .376, 9.1, 33.9, .149, away, 55.6, 11.4, 3.3, loss
NYK, 105,.583,16.3,17.9,.083, home, 57.1, 4.2, 10.4, win
WAS, 106, .500, 11.0, 18.8, .233, away, 57.9, 6.1, 10.0, win
PHO, 99,.425,13.3,32.7,.215, home, 52.8, 5.1, 5.0, loss
MIA, 112, .585, 16.7, 21.9, .195, away, 54.8, 5.2, 9.1, win
SAC, 106,.477,11.5,34.0,.264, home, 52.6, 7.3, 8.3, loss
MIN, 85, .500, 15.2, 23.8, .076, away, 71.4, 12.8, 2.0, loss
UTA, 98,.583,15.4,31.4,.194, home, 34.2, 10.5, 8.9, win
DET, 94, .487, 9.9, 16.3, .263, away, 53.1, 8.7, 3.2, win
CHI, 90,.438,10.4,22.4,.148, home, 61.8, 6.5, 17.9, loss
SAC, 115, .511, 6.4, 23.9, .284, away, 65.9, 4.2, 7.9, win
DEN, 106,.484,8.9,28.8,.185, home, 67.5, 3.1, 14.9, loss
IND, 115, .571, 12.1, 16.7, .226, away, 61.4, 9.0, 8.7, win
PHI, 102,.506,14.5,16.0,.217, home, 67.6, 3.0, 1.6, loss
MIA, 93, .420, 11.5, 24.5, .216, away, 47.1, 9.4, 6.3, loss
POR, 110,.582,14.4,21.1,.228, home, 51.2, 9.4, 5.8, win
TOR, 95, .538, 13.3, 15.8, .113, away, 45.0, 9.0, 5.3, loss
SAS, 102,.487,13.4,36.6,.351, home, 80.0, 12.4, 8.1, win
NOP, 106, .605, 12.2, 14.7, .184, away, 73.8, 12.2, 11.3, win
BRK, 87,.435,17.5,43.8,.153, home, 60.6, 5.5, 5.6, loss
CHO, 103, .507, 14.6, 26.2, .342, away, 67.6, 16.7, 7.4, loss
CLE, 112,.639,16.1,38.5,.072, home, 75.6, 7.8, 2.0, win
POR, 111, .500, 11.6, 25.6, .306, away, 60.5, 8.2, 6.9, loss
GSW, 136,.670,10.9,29.7,.205, home, 60.0, 5.1, 13.1, win
OKC, 110, .506, 16.5, 39.5, .329, away, 55.3, 5.2, 8.3, loss
HOU, 118,.466,7.4,38.6,.225, home, 58.5, 11.5, 9.1, win
WAS, 109, .516, 11.9, 33.3, .128, away, 72.1, 8.1, 1.5, loss
LAC, 114,.553,10.0,22.7,.235, home, 62.8, 9.1, 6.3, win
BOS, 107, .495, 10.6, 20.0, .187, away, 73.2, 7.9, 1.4, win
LAL, 100,.444,9.7,21.2,.222, home, 59.5, 5.9, 6.6, loss
CHI, 102, .574, 11.6, 17.1, .230, away, 76.9, 11.3, 5.1, win
MIL, 98,.482,13.0,34.9,.188, home, 70.0, 6.8, 14.6, loss
DAL, 88, .470, 10.0, 30.0, .120, away, 59.4, 7.1, 8.0, win
MIN, 78,.437,16.9,17.1,.225, home, 69.0, 9.4, 9.3, loss
IND, 92, .463, 15.1, 17.5, .210, away, 50.0, 5.2, 4.2, win
NYK, 87,.380,8.7,28.1,.146, home, 60.6, 7.3, 15.3, loss
MEM, 107, .506, 12.2, 28.6, .191, away, 53.7, 4.1, 6.3, loss
ORL, 119,.533,8.9,27.7,.256, home, 62.8, 10.2, 4.4, win
UTA, 101, .543, 10.2, 10.8, .160, away, 69.2, 9.7, 19.6, win
PHO, 86,.474,19.6,29.3,.154, home, 48.5, 5.4, 1.9, loss
PHO, 90, .444, 20.3, 22.9, .222, away, 63.3, 12.5, 6.6, loss
ATL, 103,.468,13.4,24.5,.147, home, 66.7, 15.4, 6.0, win
OKC, 124, .615, 14.8, 31.7, .195, away, 69.6, 10.0, 6.9, win
DEN, 102,.477,11.5,19.2,.205, home, 75.7, 9.0, 7.4, loss
MIN, 124, .558, 14.3, 14.0, .326, away, 68.2, 12.5, 9.5, win
GSW, 117,.561,18.5,20.9,.071, home, 71.4, 8.0, 7.2, loss
LAL, 81, .349, 13.8, 25.9, .277, away, 42.3, 10.7, 5.2, loss
LAC, 103,.558,12.7,17.1,.205, home, 65.0, 11.8, 6.3, win
CHI, 92, .513, 19.0, 30.2, .169, away, 64.7, 6.5, 16.2, loss
